NAME,DISTURBANCE_ID,TM,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,CENTRAL_PRES_UNCERTAINTY,MN_RADIUS_OUTER_ISOBAR,MN_RADIUS_GF_WND,MN_RADIUS_SF_WIND,MN_RADIUS_HF_WIND,MN_RADIUS_MAX_WIND,MAX_WIND_SPD,MAX_WIND_GUST
Debbie,AU201617_24U,2017/03/27 6:00,4,1,40,-19.48,150.15,959,,389,177,89,52,31,41.2,56.6
Debbie,AU201617_24U,2017/03/27 12:00,4,1,40,-19.52,149.73,949,,500,170,96,48,31,48.9,69.5
Debbie,AU201617_24U,2017/03/27 18:00,4,1,40,-19.7,149.26,949,,704,166,100,59,31,48.9,69.5
Debbie,AU201617_24U,2017/03/28 0:00,4,1,40,-19.96,148.91,956,,963,148,62,48,33,46.3,64.3
Debbie,AU201617_24U,2017/03/28 2:40,4,3,40,-20.23,148.67,957,,667,148,62,42,33,41.2,56.6
Debbie,AU201617_24U,2017/03/28 6:00,4,2,40,-20.35,148.4,965,,370,137,25,19,19,36,51.4
Debbie,AU201617_24U,2017/03/28 12:00,4,2,30,-20.65,147.85,980,,333,81,22,0,19,25.7,36
Debbie,AU201617_24U,2017/03/28 18:00,4,2,30,-21.2,147.3,989,,315,59,0,0,19,18,25.7
Debbie,AU201617_24U,2017/03/29 0:00,4,2,20,-21.6,146.9,994,,,0,0,0,,15.4,23.2
Debbie,AU201617_24U,2017/03/29 6:00,4,2,20,-22.1,146.9,995,,,0,0,0,,12.9,23.2
Debbie,AU201617_24U,2017/03/29 12:00,4,2,20,-22.9,147.4,999,,,0,0,0,,10.3,23.2
Debbie,AU201617_24U,2017/03/29 18:00,4,2,20,-24,148,999,,,0,0,0,,10.3,23.2
Debbie,AU201617_24U,2017/03/30 0:00,4,2,20,-24.7,148.8,1002,,,0,0,0,,10.3,23.2
Debbie,AU201617_24U,2017/03/30 6:00,4,2,50,-25.9,152.7,999,,,0,0,0,,12.9,23.2
Debbie,AU201617_24U,2017/03/30 12:00,4,2,51,-27.8,153.1,994,,,27,0,0,,18,25.7
Debbie,AU201617_24U,2017/03/30 18:00,4,1,51,-27.9,154.2,995,,,59,0,0,,18,25.7
Debbie,AU201617_24U,2017/03/31 0:00,4,1,51,-28,156.1,998,,,136,0,0,,15.4,25.7
Debbie,AU201617_24U,2017/03/31 6:00,4,1,51,-28.2,157.1,998,,,136,0,0,,15.4,24.4
Debbie,AU201617_24U,2017/03/31 12:00,4,1,51,-28.5,158.1,999,,,148,0,0,,15.4,23.2
Debbie,AU201617_24U,2017/03/31 18:00,4,1,50,-28.85,158.65,1000,,,0,0,0,,12.9,23.2
Debbie,AU201617_24U,2017/04/01 0:00,4,1,50,-29.2,159.2,1002,,,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/04 6:00,2,1,10,-9.9,115,1008,,,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/04 12:00,2,1,10,-10.33,114.27,1008,,,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/04 18:00,2,1,20,-10.75,113.54,1008,,222,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/05 0:00,2,1,20,-11.18,112.82,1008,,222,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/05 6:00,2,1,20,-11.6,112.1,1006,,222,0,0,0,,10.3,23.2
Ernie,AU201617_26U,2017/04/05 12:00,2,1,20,-11.79,111.87,1003,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/05 18:00,2,1,20,-12.47,111.3,1001,,222,0,0,0,,15.4,23.2
Ernie,AU201617_26U,2017/04/06 0:00,2,1,21,-13.03,111.18,998,,222,55,0,0,37,18,25.7
Ernie,AU201617_26U,2017/04/06 6:00,2,1,21,-13.3,110.9,995,,222,55,0,0,37,20.6,28.3
Ernie,AU201617_26U,2017/04/06 12:00,2,1,30,-13.88,110.71,992,,333,51,0,0,37,23.2,33.4
Ernie,AU201617_26U,2017/04/06 18:00,2,1,30,-14.7,110.4,987,,444,51,37,0,28,28.3,38.6
Ernie,AU201617_26U,2017/04/07 0:00,2,1,40,-14.9,110.3,973,,333,48,37,28,19,36,51.4
Ernie,AU201617_26U,2017/04/07 6:00,2,1,40,-15.3,110.4,951,,333,51,37,28,19,48.9,69.5
Ernie,AU201617_26U,2017/04/07 12:00,2,1,40,-15.8,110.4,924,,222,55,37,28,19,61.7,87.5
Ernie,AU201617_26U,2017/04/07 18:00,2,1,40,-15.9,110.4,927,,222,55,37,28,19,59.2,82.3
Ernie,AU201617_26U,2017/04/08 0:00,2,1,40,-16.2,110.4,940,,222,59,37,28,19,54,74.6
Ernie,AU201617_26U,2017/04/08 6:00,2,1,40,-16.5,109.9,946,,222,59,37,28,19,48.9,69.5
Ernie,AU201617_26U,2017/04/08 12:00,2,1,40,-16.58,109.46,955,,222,59,37,28,19,43.7,61.7
Ernie,AU201617_26U,2017/04/08 18:00,2,1,40,-16.61,108.7,971,,222,59,37,28,19,38.6,54
Ernie,AU201617_26U,2017/04/09 0:00,2,1,40,-17,108.4,974,,333,59,37,28,19,36,51.4
Ernie,AU201617_26U,2017/04/09 6:00,2,1,30,-17.43,107.51,977,,333,53,37,0,19,30.9,43.7
Ernie,AU201617_26U,2017/04/09 12:00,2,1,30,-17.7,106.7,980,,222,46,37,0,19,28.3,38.6
Ernie,AU201617_26U,2017/04/09 18:00,2,1,30,-17.77,105.32,985,,222,46,37,0,28,25.7,36
Ernie,AU201617_26U,2017/04/10 0:00,2,1,21,-18.2,104.2,996,,222,52,0,0,37,20.6,28.3
Ernie,AU201617_26U,2017/04/10 6:00,2,1,20,-18.7,103,1000,,222,0,0,0,,15.4,23.2
Ernie,AU201617_26U,2017/04/10 12:00,2,1,20,-18.95,101.91,1005,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/10 18:00,2,1,20,-19.16,100.95,1005,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/11 0:00,2,1,20,-20,100.2,1005,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/11 6:00,2,1,20,-20.9,99.4,1005,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/11 12:00,2,1,20,-21.3,98.8,1006,,222,0,0,0,,12.9,23.2
Ernie,AU201617_26U,2017/04/11 18:00,2,1,20,-21.7,98.2,1006,,,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/20 12:00,20,1,20,-8.5,145.5,1006,,333,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/20 18:00,20,1,20,-9.05,145.35,1007,,333,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/21 0:00,20,1,20,-9.6,145.2,1008,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/21 6:00,20,1,20,-9.7,144.5,1006,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/21 12:00,20,3,20,-8.5,142.5,1009,,222,0,0,0,,5.1,23.2
Frances,AU201617_29U,2017/04/21 18:00,20,2,20,-8,141.3,1007,,222,0,0,0,,6.4,23.2
Frances,AU201617_29U,2017/04/22 0:00,20,2,20,-8,140.5,1009,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/22 6:00,20,2,20,-8.2,140.4,1006,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/22 12:00,20,2,20,-8,139.4,1006,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/22 18:00,20,2,20,-7.7,138.5,1007,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/23 0:00,20,4,20,-7.6,137.6,1009,,278,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/23 6:00,20,1,20,-7.6,137.1,1006,,278,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/23 12:00,20,1,20,-7.5,136.9,1007,,278,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/23 18:00,20,1,20,-7.6,136.7,1007,,333,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/24 0:00,20,1,20,-7.8,136.5,1008,,278,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/24 6:00,20,1,20,-8.1,135.7,1006,,333,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/24 12:00,20,1,20,-8.1,134.5,1008,,278,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/24 18:00,20,1,20,-8,133.9,1008,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/25 0:00,20,1,20,-7.3,133.2,1009,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/25 6:00,20,1,20,-7.4,132.9,1006,,222,0,0,0,,7.7,23.2
Frances,AU201617_29U,2017/04/25 12:00,20,1,20,-7.3,132.6,1006,,222,0,0,0,,10.3,23.2
Frances,AU201617_29U,2017/04/25 18:00,20,1,20,-7.4,132.1,1004,,333,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/26 0:00,20,1,20,-7.7,131.5,1006,,333,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/26 6:00,20,1,20,-7.8,131.7,1002,,222,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/26 12:00,20,1,20,-8.4,131.4,1004,,222,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/26 18:00,20,1,20,-8.8,130.7,1002,,222,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/27 0:00,20,1,21,-9.7,130.3,1002,,222,86,0,0,,18,25.7
Frances,AU201617_29U,2017/04/27 6:00,20,1,30,-10.4,129.3,998,,278,74,0,0,19,20.6,28.3
Frances,AU201617_29U,2017/04/27 12:00,20,1,30,-10.6,128.2,996,,222,66,0,0,19,23.2,33.4
Frances,AU201617_29U,2017/04/27 18:00,20,1,30,-11.2,127.4,990,,222,70,24,0,19,28.3,38.6
Frances,AU201617_29U,2017/04/28 0:00,20,1,30,-11.6,126.4,987,,222,77,30,0,37,30.9,43.7
Frances,AU201617_29U,2017/04/28 6:00,20,1,40,-11.8,125.6,981,,167,81,33,14,19,33.4,46.3
Frances,AU201617_29U,2017/04/28 12:00,20,1,40,-12.2,125.1,979,,167,85,38,22,15,36,51.4
Frances,AU201617_29U,2017/04/28 18:00,20,1,40,-12.5,124.3,978,,167,85,38,22,15,36,51.4
Frances,AU201617_29U,2017/04/29 0:00,20,1,40,-12.8,123.8,980,,167,85,37,18,15,33.4,46.3
Frances,AU201617_29U,2017/04/29 6:00,20,1,30,-13,123.6,988,,167,66,24,0,19,28.3,38.6
Frances,AU201617_29U,2017/04/29 12:00,20,1,21,-13,123.2,994,,167,37,0,0,,18,25.7
Frances,AU201617_29U,2017/04/29 18:00,20,1,20,-13.2,122.6,996,,167,0,0,0,,15.4,23.2
Frances,AU201617_29U,2017/04/30 0:00,20,1,20,-13.5,122.1,1000,,167,0,0,0,,15.4,23.2
Frances,AU201617_29U,2017/04/30 6:00,20,1,20,-13.5,121.9,1002,,167,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/30 12:00,20,1,20,-13.5,121.8,1004,,167,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/04/30 18:00,20,1,20,-13.6,122,1006,,167,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/05/01 0:00,20,1,20,-14,121.6,1008,,167,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/05/01 6:00,20,1,20,-13.9,121.3,1007,,167,0,0,0,,12.9,23.2
Frances,AU201617_29U,2017/05/01 12:00,20,1,20,-13.7,120.9,1009,,167,0,0,0,,10.3,23.2
Greg,AU201617_30U,2017/04/29 0:00,2,1,20,-8.3,102.6,1006,,130,0,0,0,,12.9,23.2
Greg,AU201617_30U,2017/04/29 6:00,2,1,20,-8.9,102.2,1006,,130,0,0,0,,12.9,23.2
Greg,AU201617_30U,2017/04/29 12:00,2,1,20,-9.5,102.2,1004,,130,0,0,0,,15.4,23.2
Greg,AU201617_30U,2017/04/29 18:00,2,1,20,-9.8,101.8,1004,,130,0,0,0,,15.4,23.2
Greg,AU201617_30U,2017/04/30 0:00,2,1,30,-10.2,101.5,998,,130,62,0,0,19,20.6,28.3
Greg,AU201617_30U,2017/04/30 6:00,2,1,30,-10.6,101.1,995,,130,66,0,0,19,23.2,33.4
Greg,AU201617_30U,2017/04/30 12:00,2,1,30,-10.8,100.1,996,,130,66,0,0,19,23.2,33.4
Greg,AU201617_30U,2017/04/30 18:00,2,1,30,-10.4,99.1,1000,,130,48,0,0,19,20.6,28.3
Greg,AU201617_30U,2017/05/01 0:00,2,1,20,-10.3,98,1005,,130,0,0,0,,15.4,23.2
Greg,AU201617_30U,2017/05/01 6:00,2,1,10,-10.5,97.4,1008,,130,0,0,0,,10.3,23.2
Cempaka,AU201718_02U,2017/11/25 0:00,20,1,20,-9.5,109.5,1004,,222,0,0,0,,7.7,23.2
Cempaka,AU201718_02U,2017/11/25 6:00,20,1,20,-9.4,109.4,1004,,222,0,0,0,,7.7,23.2
Cempaka,AU201718_02U,2017/11/25 12:00,20,1,20,-9.3,109.3,1005,,222,0,0,0,,10.3,23.2
Cempaka,AU201718_02U,2017/11/25 18:00,20,1,20,-9.3,109.3,1004,,222,0,0,0,,10.3,23.2
Cempaka,AU201718_02U,2017/11/26 0:00,20,1,20,-9.3,109.3,1004,,167,0,0,0,,10.3,23.2
Cempaka,AU201718_02U,2017/11/26 6:00,20,1,20,-9.2,109.4,1003,,167,0,0,0,,10.3,23.2
Cempaka,AU201718_02U,2017/11/26 12:00,20,1,20,-9.1,109.5,1002,,167,0,0,0,,12.9,23.2
Cempaka,AU201718_02U,2017/11/26 18:00,20,1,20,-8.9,109.6,1000,,167,0,0,0,,15.4,23.2
Cempaka,AU201718_02U,2017/11/27 0:00,20,1,30,-8.8,109.9,996,,167,41,0,0,28,20.6,28.3
Cempaka,AU201718_02U,2017/11/27 6:00,20,1,30,-8.6,110.4,994,,148,38,0,0,28,20.6,28.3
Cempaka,AU201718_02U,2017/11/27 12:00,20,1,30,-8.6,110.8,992,,148,38,18,0,22,25.7,36
Cempaka,AU201718_02U,2017/11/27 18:00,20,1,30,-8.6,111.3,990,,148,40,22,0,13,30.9,43.7
Cempaka,AU201718_02U,2017/11/28 0:00,20,1,30,-8.5,111.4,990,,148,40,22,0,13,30.9,43.7
Cempaka,AU201718_02U,2017/11/28 6:00,20,1,30,-8.7,111,996,,148,38,0,0,19,23.2,33.4
Cempaka,AU201718_02U,2017/11/28 12:00,20,1,21,-8.9,111,998,,111,30,0,0,,18,25.7
Cempaka,AU201718_02U,2017/11/28 18:00,20,1,20,-9.4,111,1000,,111,0,0,0,,15.4,23.2
Cempaka,AU201718_02U,2017/11/29 0:00,20,1,20,-9.5,111.5,1002,,111,0,0,0,,10.3,18
Dahlia,AU201718_03U,2017/11/27 12:00,20,1,20,-7.8,97.5,1002,,,0,0,0,,10.3,23.2
Dahlia,AU201718_03U,2017/11/27 18:00,20,1,20,-7.9,98.05,1002,,,0,0,0,,10.3,23.2
Dahlia,AU201718_03U,2017/11/28 0:00,20,1,20,-8.1,98.6,1002,,,0,0,0,,10.3,23.2
Dahlia,AU201718_03U,2017/11/28 6:00,20,1,20,-8.2,99,1000,,241,0,0,0,,10.3,23.2
Dahlia,AU201718_03U,2017/11/28 12:00,20,1,20,-8.26,99.6,1000,,222,0,0,0,,10.3,23.2
Dahlia,AU201718_03U,2017/11/28 18:00,20,1,20,-8.5,100.4,999,,222,0,0,0,,12.9,23.2
Dahlia,AU201718_03U,2017/11/29 0:00,20,1,20,-8.4,100.9,999,,185,0,0,0,,12.9,23.2
Dahlia,AU201718_03U,2017/11/29 6:00,20,1,20,-8.4,101.7,999,,222,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/11/29 12:00,20,1,21,-8.6,102.6,998,,222,86,0,0,,18,25.7
Dahlia,AU201718_03U,2017/11/29 18:00,20,1,21,-8.6,103.5,998,,222,86,0,0,,18,25.7
Dahlia,AU201718_03U,2017/11/30 0:00,20,1,30,-8.8,104.9,996,,222,79,0,0,56,18,25.7
Dahlia,AU201718_03U,2017/11/30 6:00,20,1,30,-9.1,106.3,993,,185,88,0,0,56,20.6,28.3
Dahlia,AU201718_03U,2017/11/30 12:00,20,1,30,-9.2,107.4,992,,185,81,0,0,56,20.6,28.3
Dahlia,AU201718_03U,2017/11/30 18:00,20,1,30,-9.6,108.6,990,,222,74,0,0,56,23.2,33.4
Dahlia,AU201718_03U,2017/12/01 0:00,20,1,30,-9.7,109.3,987,,259,103,37,0,46,25.7,36
Dahlia,AU201718_03U,2017/12/01 6:00,20,1,30,-10.2,109.6,987,,259,103,37,0,37,25.7,36
Dahlia,AU201718_03U,2017/12/01 12:00,20,1,30,-10.5,110.1,987,,185,103,37,0,37,25.7,36
Dahlia,AU201718_03U,2017/12/01 18:00,20,1,30,-10.7,110.5,987,,185,103,37,0,37,25.7,36
Dahlia,AU201718_03U,2017/12/02 0:00,20,1,30,-10.6,110.8,988,,222,92,37,0,37,25.7,36
Dahlia,AU201718_03U,2017/12/02 6:00,20,1,30,-10.8,111.1,993,,222,92,0,0,46,20.6,28.3
Dahlia,AU201718_03U,2017/12/02 12:00,20,1,20,-11.2,111.6,999,,278,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/12/02 18:00,20,1,20,-11.5,111.8,1000,,333,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/12/03 0:00,20,1,20,-12.5,112.3,998,,148,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/12/03 6:00,20,1,30,-13.8,112.1,998,,148,60,0,0,46,18,25.7
Dahlia,AU201718_03U,2017/12/03 12:00,20,1,20,-14.9,112,1000,,185,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/12/03 18:00,20,1,20,-15.4,111.5,1000,,148,0,0,0,,15.4,23.2
Dahlia,AU201718_03U,2017/12/04 0:00,20,1,60,-16.4,111.3,1002,,148,0,0,0,,15.4,23.2
Hilda,AU201718_06U,2017/12/26 0:00,2,1,20,-14.51,123.37,1003,,167,0,0,0,,12.9,23.2
Hilda,AU201718_06U,2017/12/26 6:00,2,1,20,-15.32,123.32,1001,,111,0,0,0,,12.9,23.2
Hilda,AU201718_06U,2017/12/26 12:00,2,1,20,-16.06,122.96,998,,111,0,0,0,,12.9,23.2
Hilda,AU201718_06U,2017/12/26 18:00,2,3,20,-16.39,122.88,992,,111,0,0,0,,15.4,23.2
Hilda,AU201718_06U,2017/12/27 0:00,2,2,20,-16.84,122.86,984,,222,0,0,0,,15.4,23.2
Hilda,AU201718_06U,2017/12/27 6:00,2,2,30,-17.4,122.35,982,,222,39,0,0,65,20.6,28.3
Hilda,AU201718_06U,2017/12/27 9:00,2,4,30,-17.8,122.2,980,,222,39,18,0,28,28.3,38.6
Hilda,AU201718_06U,2017/12/27 12:00,2,1,30,-18.1,122.1,980,,222,39,12,0,19,25.7,36
Hilda,AU201718_06U,2017/12/27 18:00,2,2,30,-18.8,121.7,984,,222,33,0,0,19,20.6,28.3
Hilda,AU201718_06U,2017/12/28 0:00,2,2,20,-19.3,121.6,990,,222,33,0,0,37,18,25.7
Hilda,AU201718_06U,2017/12/28 6:00,2,2,20,-19.7,121.6,994,,222,0,0,0,,15.4,23.2
Hilda,AU201718_06U,2017/12/28 12:00,2,2,20,-20.13,121.66,996,,222,0,0,0,,12.9,23.2
Hilda,AU201718_06U,2017/12/28 18:00,2,2,20,-20.48,122.07,998,,278,0,0,0,,10.3,23.2
Hilda,AU201718_06U,2017/12/29 0:00,2,2,20,-21,122.6,1000,,333,0,0,0,,10.3,23.2
Irving,AU201718_08U,2018/01/04 0:00,2,1,20,-8.6,96.1,1004,,333,0,0,0,,12.9,23.2
Irving,AU201718_08U,2018/01/04 6:00,2,1,20,-9.5,95.8,1004,,333,0,0,0,,12.9,23.2
Irving,AU201718_08U,2018/01/04 12:00,2,1,20,-9.6,95.4,1003,,333,0,0,0,,12.9,23.2
Irving,AU201718_08U,2018/01/04 18:00,2,1,20,-10,95.2,1000,,333,0,0,0,,15.4,23.2
Irving,AU201718_08U,2018/01/05 0:00,2,1,21,-10.7,94.4,999,,333,111,0,0,,18,25.7
Irving,AU201718_08U,2018/01/05 6:00,2,1,21,-11.1,93.8,998,,333,111,0,0,,18,25.7
Irving,AU201718_08U,2018/01/05 12:00,2,1,21,-11.9,93.5,997,,333,111,0,0,,18,25.7
Irving,AU201718_08U,2018/01/05 18:00,2,1,21,-12.4,92.4,995,,333,111,0,0,,20.6,28.3
Irving,AU201718_08U,2018/01/06 0:00,2,1,30,-12.5,91.4,994,,333,122,0,0,56,20.6,28.3
Irving,AU201718_08U,2018/01/06 6:00,2,1,30,-12.6,90.6,994,,333,122,0,0,56,20.6,28.3
Joyce,AU201718_09U,2018/01/07 0:00,2,1,10,-13,129.5,1008,,,0,0,0,,7.7,23.2
Joyce,AU201718_09U,2018/01/07 6:00,2,1,10,-13.25,129.1,1006,,,0,0,0,,7.7,23.2
Joyce,AU201718_09U,2018/01/07 12:00,2,1,10,-13.5,128.7,1006,,,0,0,0,,7.7,23.2
Joyce,AU201718_09U,2018/01/07 18:00,2,1,10,-13.75,128.3,1006,,111,0,0,0,,7.7,23.2
Joyce,AU201718_09U,2018/01/08 0:00,2,3,20,-14,127.9,1005,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/08 6:00,2,2,20,-15.4,127.3,1005,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/08 12:00,2,2,20,-15.8,126.8,1005,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/08 18:00,2,2,20,-15.8,126.3,1005,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/09 0:00,2,2,20,-16.2,125.1,1004,,222,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/09 6:00,2,2,20,-16.4,124.5,1000,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/09 12:00,2,2,20,-16.45,123.95,1000,,222,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/09 18:00,2,4,20,-16.5,123.4,1000,,167,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/10 0:00,2,1,20,-16.2,123.1,997,,222,0,0,0,,12.9,23.2
Joyce,AU201718_09U,2018/01/10 6:00,2,1,20,-16.1,122.9,996,,222,0,0,0,,12.9,23.2
Joyce,AU201718_09U,2018/01/10 12:00,2,1,20,-16.2,122.6,994,,222,0,0,0,,15.4,23.2
Joyce,AU201718_09U,2018/01/10 18:00,2,1,20,-16.7,121.9,995,,278,0,0,0,,15.4,23.2
Joyce,AU201718_09U,2018/01/11 0:00,2,1,21,-16.8,121.6,993,,278,23,0,0,37,18,25.7
Joyce,AU201718_09U,2018/01/11 6:00,2,1,21,-17.4,121.7,986,,389,49,0,0,28,23.2,33.4
Joyce,AU201718_09U,2018/01/11 12:00,2,1,30,-18.1,121.4,982,,389,77,37,0,19,25.7,36
Joyce,AU201718_09U,2018/01/11 18:00,2,1,30,-18.63,121.7,980,,333,59,0,0,28,23.2,33.4
Joyce,AU201718_09U,2018/01/12 0:00,2,1,30,-19.17,121.25,978,,444,92,0,0,37,23.2,33.4
Joyce,AU201718_09U,2018/01/12 6:00,2,3,21,-19.7,120.7,978,,333,68,0,0,28,23.2,33.4
Joyce,AU201718_09U,2018/01/12 12:00,2,2,21,-20.1,119.9,975,,222,55,0,0,28,23.2,33.4
Joyce,AU201718_09U,2018/01/12 18:00,2,2,20,-20.6,119.4,990,,222,0,0,0,,15.4,23.2
Joyce,AU201718_09U,2018/01/13 0:00,2,2,20,-21.3,118.6,995,,333,0,0,0,,12.9,23.2
Joyce,AU201718_09U,2018/01/13 6:00,2,2,20,-22.2,118,998,,278,0,0,0,,12.9,23.2
Joyce,AU201718_09U,2018/01/13 12:00,2,2,20,-23.26,117.24,1001,,222,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/13 18:00,2,2,20,-24.46,116.1,1001,,222,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/14 0:00,2,2,20,-25.4,115.5,1001,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/14 6:00,2,2,20,-26.2,115.1,1001,,111,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/14 12:00,2,2,20,-26.8,115.2,1002,,167,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/14 18:00,2,2,20,-27.65,114.3,1002,,,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/15 0:00,2,2,20,-28.5,113.4,1002,,,0,0,0,,10.3,23.2
Joyce,AU201718_09U,2018/01/15 6:00,2,2,20,-29.2,113.3,1002,,,0,0,0,,10.3,23.2
Kelvin,AU201718_17U,2018/02/12 18:00,2,1,10,-10,132.5,1006,,,0,0,0,,7.7,23.2
Kelvin,AU201718_17U,2018/02/13 0:00,2,1,20,-10.6,132.8,1006,,,0,0,0,,7.7,23.2
Kelvin,AU201718_17U,2018/02/13 6:00,2,1,20,-11.12,133.51,1004,,,0,0,0,,7.7,23.2
Kelvin,AU201718_17U,2018/02/13 12:00,2,3,20,-12.41,132.31,1004,,,0,0,0,,10.3,23.2
Kelvin,AU201718_17U,2018/02/13 18:00,2,2,20,-13.24,131.33,1004,,,0,0,0,,10.3,23.2
Kelvin,AU201718_17U,2018/02/14 0:00,2,4,20,-13.7,130.3,1004,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/14 6:00,2,1,20,-14.1,128.9,1003,,222,0,0,0,,15.4,23.2
Kelvin,AU201718_17U,2018/02/14 12:00,2,3,20,-14.6,128.2,1001,,222,0,0,0,,15.4,23.2
Kelvin,AU201718_17U,2018/02/14 18:00,2,2,20,-14.7,126.9,1001,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/15 0:00,2,2,20,-15.2,126.1,1002,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/15 6:00,2,2,20,-16.1,125.6,1002,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/15 12:00,2,2,20,-16.9,124.4,1003,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/15 18:00,2,2,20,-17.2,122.9,1003,,222,0,0,0,,12.9,23.2
Kelvin,AU201718_17U,2018/02/16 0:00,2,2,21,-17.3,122.2,998,,278,28,0,0,46,18,25.7
Kelvin,AU201718_17U,2018/02/16 6:00,2,4,21,-17.8,121.6,991,,333,32,0,0,46,20.6,28.3
Kelvin,AU201718_17U,2018/02/16 12:00,2,1,21,-18.2,121.3,989,,333,32,0,0,46,20.6,28.3
Kelvin,AU201718_17U,2018/02/16 18:00,2,1,21,-18.5,121.2,989,,333,43,0,0,46,20.6,28.3
Kelvin,AU201718_17U,2018/02/17 0:00,2,1,30,-18.9,120.9,986,,333,39,0,0,37,23.2,33.4
Kelvin,AU201718_17U,2018/02/17 6:00,2,1,30,-19.3,120.6,983,,333,37,28,0,28,25.7,36
Kelvin,AU201718_17U,2018/02/17 12:00,2,1,30,-19.1,120.6,974,,278,46,37,0,28,30.9,43.7
Kelvin,AU201718_17U,2018/02/17 18:00,2,1,40,-19.1,121,966,,333,48,37,28,19,36,51.4
Kelvin,AU201718_17U,2018/02/18 0:00,2,3,40,-19.2,121.6,959,,333,44,37,28,19,41.2,56.6
Kelvin,AU201718_17U,2018/02/18 6:00,2,2,40,-19.8,122.1,955,,222,44,37,28,19,41.2,56.6
Kelvin,AU201718_17U,2018/02/18 12:00,2,2,40,-20.3,122.4,965,,278,44,37,28,19,36,51.4
